ranking_date,rank,name,title,country,rating,games,birth_year
27-07-07,54,"Navara, David",g,CZE,2656,26,1985
27-07-07,55,"Tkachiev, Vladislav",g,FRA,2655,30,1973
27-07-07,56,"Gashimov, Vugar",g,AZE,2655,29,1986
27-07-07,57,"Tomashevsky, Evgeny",g,RUS,2654,18,1987
27-07-07,58,"Lautier, Joel",g,FRA,2654,4,1973
27-07-07,59,"Beliavsky, Alexander G",g,SLO,2653,22,1953
27-07-07,60,"Bareev, Evgeny",g,RUS,2653,19,1966
27-07-07,61,"Onischuk, Alexander",g,USA,2650,33,1975
27-07-07,62,"Bologan, Viktor",g,MDA,2650,30,1971
27-07-07,63,"Timofeev, Artyom",g,RUS,2650,30,1985
27-07-07,64,"Smirin, Ilia",g,ISR,2649,10,1968
27-07-07,65,"Zhang, Pengxiang",g,CHN,2649,9,1980
27-07-07,66,"Baklan, Vladimir",g,UKR,2648,34,1978
27-07-07,67,"Tiviakov, Sergei",g,NED,2648,33,1973
27-07-07,68,"Motylev, Alexander",g,RUS,2648,26,1979
27-07-07,69,"Miton, Kamil",g,POL,2648,19,1984
27-07-07,70,"Nakamura, Hikaru",g,USA,2647,16,1987
27-07-07,71,"Nikolic, Predrag",g,BIH,2646,17,1960
27-07-07,72,"Fressinet, Laurent",g,FRA,2646,14,1981
27-07-07,73,"Areshchenko, Alexander",g,UKR,2645,29,1986
27-07-07,74,"Avrukh, Boris",g,ISR,2645,22,1978
27-07-07,75,"Izoria, Zviad",g,GEO,2645,11,1984
27-07-07,76,"Jobava, Baadur",g,GEO,2644,31,1983
27-07-07,77,"Naiditsch, Arkadij",g,GER,2644,31,1985
27-07-07,78,"Afromeev, Vladimir",f,RUS,2642,14,1954
27-07-07,79,"Moiseenko, Alexander",g,UKR,2641,23,1980
27-07-07,80,"Nielsen, Peter Heine",g,DEN,2638,31,1973
27-07-07,81,"Shabalov, Alexander",g,USA,2637,30,1967
27-07-07,82,"Wojtaszek, Radoslaw",g,POL,2637,28,1987
27-07-07,83,"Smirnov, Pavel",g,RUS,2636,19,1982
27-07-07,84,"Sadvakasov, Darmen",g,KAZ,2635,30,1979
27-07-07,85,"Sakaev, Konstantin",g,RUS,2634,30,1974
27-07-07,86,"Kobalia, Mikhail",g,RUS,2634,23,1978
27-07-07,87,"Zhang, Zhong",g,CHN,2634,9,1978
27-07-07,88,"Gurevich, Mikhail",g,TUR,2633,19,1959
27-07-07,89,"Lputian, Smbat G",g,ARM,2633,11,1958
27-07-07,90,"Khalifman, Alexander",g,RUS,2632,18,1966
27-07-07,91,"Ye, Jiangchuan",g,CHN,2632,0,1960
27-07-07,92,"Stellwagen, Daniel",g,NED,2631,16,1987
27-07-07,93,"Roiz, Michael",g,ISR,2630,28,1983
27-07-07,94,"Ehlvest, Jaan",g,USA,2629,44,1962
27-07-07,95,"Istratescu, Andrei",g,ROM,2629,24,1975
27-07-07,96,"Predojevic, Borki",g,BIH,2628,32,1987
27-07-07,97,"Fridman, Daniel",g,GER,2628,18,1976
27-07-07,98,"Vladimirov, Evgeny",g,KAZ,2627,0,1957
27-07-07,99,"Bauer, Christian",g,FRA,2626,27,1977
27-07-07,100,"Mchedlishvili, Mikheil",g,GEO,2624,41,1979
27-07-07,101,"Efimenko, Zahar",g,UKR,2624,28,1985
27-07-07,102,"Wang, Hao",g,CHN,2624,24,1989
27-10-07,1,"Anand, Viswanathan",g,IND,2801,21,1969
27-10-07,2,"Ivanchuk, Vassily",g,UKR,2787,20,1969
27-10-07,3,"Kramnik, Vladimir",g,RUS,2785,21,1975
27-10-07,4,"Topalov, Veselin",g,BUL,2769,0,1975
27-10-07,5,"Leko, Peter",g,HUN,2755,21,1979
27-10-07,6,"Morozevich, Alexander",g,RUS,2755,19,1977
27-10-07,7,"Mamedyarov, Shakhriyar",g,AZE,2752,11,1985
27-10-07,8,"Radjabov, Teimour",g,AZE,2742,9,1987
27-10-07,9,"Aronian, Levon",g,ARM,2741,14,1982
27-10-07,10,"Shirov, Alexei",g,ESP,2739,11,1972
27-10-07,11,"Gelfand, Boris",g,ISR,2736,21,1968
27-10-07,12,"Svidler, Peter",g,RUS,2732,25,1976
27-10-07,13,"Adams, Michael",g,ENG,2729,16,1971
27-10-07,14,"Alekseev, Evgeny",g,RUS,2716,17,1985
27-10-07,15,"Grischuk, Alexander",g,RUS,2715,23,1983
27-10-07,16,"Carlsen, Magnus",g,NOR,2714,25,1990
27-10-07,17,"Kamsky, Gata",g,USA,2714,9,1974
27-10-07,18,"Akopian, Vladimir",g,ARM,2713,5,1971
27-10-07,19,"Jakovenko, Dmitry",g,RUS,2710,23,1983
27-10-07,20,"Polgar, Judit",g,HUN,2708,9,1976
27-10-07,21,"Ponomariov, Ruslan",g,UKR,2705,5,1983
27-10-07,22,"Wang, Yue",g,CHN,2703,27,1987
27-10-07,23,"Bacrot, Etienne",g,FRA,2695,7,1983
27-10-07,24,"Karjakin, Sergey",g,UKR,2694,11,1990
27-10-07,25,"Bu, Xiangzhi",g,CHN,2692,38,1985
27-10-07,26,"Eljanov, Pavel",g,UKR,2691,20,1983
27-10-07,27,"Almasi, Zoltan",g,HUN,2691,14,1976
27-10-07,28,"Malakhov, Vladimir",g,RUS,2690,15,1980
27-10-07,29,"Kasimdzhanov, Rustam",g,UZB,2690,14,1979
27-10-07,30,"Dominguez Perez, Lenier",g,CUB,2683,11,1983
27-10-07,31,"Van Wely, Loek",g,NED,2679,31,1972
27-10-07,32,"Landa, Konstantin",g,RUS,2678,15,1972
27-10-07,33,"Volokitin, Andrei",g,UKR,2678,5,1986
27-10-07,34,"Milov, Vadim",g,SUI,2676,33,1972
27-10-07,35,"Rublevsky, Sergei",g,RUS,2676,11,1974
27-10-07,36,"Onischuk, Alexander",g,USA,2674,20,1975
27-10-07,37,"Inarkiev, Ernesto",g,RUS,2674,15,1985
27-10-07,38,"Zvjaginsev, Vadim",g,RUS,2674,8,1976
27-10-07,39,"Sokolov, Ivan",g,NED,2673,31,1968
27-10-07,40,"Sargissian, Gabriel",g,ARM,2673,24,1983
27-10-07,41,"Movsesian, Sergei",g,SVK,2670,20,1978
27-10-07,42,"Cheparinov, Ivan",g,BUL,2670,17,1986
27-10-07,43,"Karpov, Anatoly",g,RUS,2670,9,1951
27-10-07,44,"Krasenkow, Michal",g,POL,2668,33,1963
27-10-07,45,"Harikrishna, P.",g,IND,2668,24,1986
27-10-07,46,"Nisipeanu, Liviu-Dieter",g,ROU,2668,11,1976
27-10-07,47,"Gashimov, Vugar",g,AZE,2663,23,1986
27-10-07,48,"Tkachiev, Vladislav",g,FRA,2661,19,1973
27-10-07,49,"Sasikiran, Krishnan",g,IND,2661,11,1981
27-10-07,50,"Vallejo Pons, Francisco",g,ESP,2660,5,1982
27-10-07,51,"Nikolic, Predrag",g,BIH,2657,18,1960
27-10-07,52,"Bologan, Viktor",g,MDA,2657,4,1971
27-10-07,53,"Lautier, Joel",g,FRA,2657,4,1973
27-10-07,54,"Navara, David",g,CZE,2656,0,1985
27-10-07,55,"Sutovsky, Emil",g,ISR,2655,18,1977
27-10-07,56,"Fressinet, Laurent",g,FRA,2654,26,1981
27-10-07,57,"Bareev, Evgeny",g,RUS,2653,0,1966
27-10-07,58,"Miroshnichenko, Evgenij",g,UKR,2651,40,1978
27-10-07,59,"Short, Nigel D",g,ENG,2649,27,1965
27-10-07,60,"Georgiev, Kiril",g,BUL,2649,21,1965
27-10-07,61,"Nakamura, Hikaru",g,USA,2648,21,1987
27-10-07,62,"Volkov, Sergey",g,RUS,2648,11,1974
27-10-07,63,"Socko, Bartosz",g,POL,2646,34,1978
27-10-07,64,"Tomashevsky, Evgeny",g,RUS,2646,19,1987
27-10-07,65,"Moiseenko, Alexander",g,UKR,2646,18,1980
27-10-07,66,"Afromeev, Vladimir",f,RUS,2646,12,1954
27-10-07,67,"Beliavsky, Alexander G",g,SLO,2646,10,1953
27-10-07,68,"Fedorchuk, Sergey A.",g,UKR,2645,59,1981
27-10-07,69,"Predojevic, Borki",g,BIH,2645,18,1987
27-10-07,70,"Motylev, Alexander",g,RUS,2645,14,1979
27-10-07,71,"Zhang, Pengxiang",g,CHN,2644,38,1980
27-10-07,72,"Jobava, Baadur",g,GEO,2644,24,1983
27-10-07,73,"Roiz, Michael",g,ISR,2644,20,1983
27-10-07,74,"Tiviakov, Sergei",g,NED,2643,53,1973
27-10-07,75,"Wang, Hao",g,CHN,2643,47,1989
27-10-07,76,"Khalifman, Alexander",g,RUS,2643,10,1966
27-10-07,77,"Izoria, Zviad",g,GEO,2643,9,1984
27-10-07,78,"Ni, Hua",g,CHN,2641,29,1983
27-10-07,79,"Avrukh, Boris",g,ISR,2641,15,1978
27-10-07,80,"Baklan, Vladimir",g,UKR,2639,42,1978
27-10-07,81,"Stellwagen, Daniel",g,NED,2639,19,1987
27-10-07,82,"Smirin, Ilia",g,ISR,2639,17,1968
27-10-07,83,"Naiditsch, Arkadij",g,GER,2639,11,1985
27-10-07,84,"Areshchenko, Alexander",g,UKR,2638,5,1986
27-10-07,85,"Amonatov, Farrukh",g,TJK,2637,46,1978
27-10-07,86,"Timofeev, Artyom",g,RUS,2637,10,1985
27-10-07,87,"Smirnov, Pavel",g,RUS,2636,0,1982
27-10-07,88,"Wojtaszek, Radoslaw",g,POL,2635,11,1987
27-10-07,89,"Najer, Evgeniy",g,RUS,2635,9,1977
27-10-07,90,"Bauer, Christian",g,FRA,2634,30,1977
27-10-07,91,"Vachier-Lagrave, Maxime",g,FRA,2634,24,1990
27-10-07,92,"Sakaev, Konstantin",g,RUS,2634,0,1974
27-10-07,93,"Zhang, Zhong",g,SIN,2634,0,1978
27-10-07,94,"Lputian, Smbat G",g,ARM,2633,0,1958
27-10-07,95,"Ye, Jiangchuan",g,CHN,2632,0,1960
27-10-07,96,"Istratescu, Andrei",g,ROU,2631,9,1975
27-10-07,97,"Mchedlishvili, Mikheil",g,GEO,2631,9,1979
27-10-07,98,"Kobalia, Mikhail",g,RUS,2631,4,1978
27-10-07,99,"Miton, Kamil",g,POL,2628,28,1984
27-10-07,100,"Gurevich, Mikhail",g,TUR,2627,14,1959
27-10-07,101,"Vladimirov, Evgeny",g,KAZ,2627,0,1957
27-01-08,1,"Kramnik, Vladimir",g,RUS,2799,9,1975
27-01-08,2,"Anand, Viswanathan",g,IND,2799,3,1969
27-01-08,3,"Topalov, Veselin",g,BUL,2780,14,1975
27-01-08,4,"Morozevich, Alexander",g,RUS,2765,12,1977
27-01-08,5,"Svidler, Peter",g,RUS,2763,19,1976
27-01-08,6,"Mamedyarov, Shakhriyar",g,AZE,2760,35,1985
27-01-08,7,"Shirov, Alexei",g,ESP,2755,49,1972
27-01-08,8,"Leko, Peter",g,HUN,2753,9,1979
27-01-08,9,"Ivanchuk, Vassily",g,UKR,2751,30,1969
27-01-08,10,"Aronian, Levon",g,ARM,2739,16,1982
27-01-08,11,"Gelfand, Boris",g,ISR,2737,9,1968
27-01-08,12,"Radjabov, Teimour",g,AZE,2735,20,1987
27-01-08,13,"Carlsen, Magnus",g,NOR,2733,37,1990
27-01-08,14,"Karjakin, Sergey",g,UKR,2732,36,1990
27-01-08,15,"Kamsky, Gata",g,USA,2726,32,1974
27-01-08,16,"Adams, Michael",g,ENG,2726,31,1971
27-01-08,17,"Jakovenko, Dmitry",g,RUS,2720,33,1983
27-01-08,18,"Ponomariov, Ruslan",g,UKR,2719,40,1983
27-01-08,19,"Cheparinov, Ivan",g,BUL,2713,36,1986
27-01-08,20,"Alekseev, Evgeny",g,RUS,2711,35,1985
27-01-08,21,"Grischuk, Alexander",g,RUS,2711,21,1983
27-01-08,22,"Polgar, Judit",g,HUN,2707,10,1976
27-01-08,23,"Akopian, Vladimir",g,ARM,2700,30,1971
27-01-08,24,"Bacrot, Etienne",g,FRA,2700,23,1983
27-01-08,25,"Wang, Yue",g,CHN,2698,49,1987
27-01-08,26,"Rublevsky, Sergei",g,RUS,2695,26,1974
27-01-08,27,"Eljanov, Pavel",g,UKR,2692,8,1983
27-01-08,28,"Bu, Xiangzhi",g,CHN,2691,51,1985
27-01-08,29,"Dominguez Perez, Lenier",g,CUB,2691,15,1983
27-01-08,30,"Milov, Vadim",g,SUI,2690,17,1972
27-01-08,31,"Malakhov, Vladimir",g,RUS,2689,40,1980
27-01-08,32,"Sokolov, Ivan",g,NED,2686,23,1968
27-01-08,33,"Nisipeanu, Liviu-Dieter",g,ROU,2684,33,1976
27-01-08,34,"Kasimdzhanov, Rustam",g,UZB,2681,21,1979
27-01-08,35,"Van Wely, Loek",g,NED,2681,16,1972
27-01-08,36,"Inarkiev, Ernesto",g,RUS,2681,12,1985
27-01-08,37,"Ni, Hua",g,CHN,2680,62,1983
27-01-08,38,"Navara, David",g,CZE,2680,20,1985
27-01-08,39,"Sasikiran, Krishnan",g,IND,2677,30,1981
27-01-08,40,"Zvjaginsev, Vadim",g,RUS,2677,27,1976
27-01-08,41,"Bareev, Evgeny",g,RUS,2677,25,1966
27-01-08,42,"Movsesian, Sergei",g,SVK,2677,21,1978
27-01-08,43,"Sargissian, Gabriel",g,ARM,2676,18,1983
27-01-08,44,"Vallejo Pons, Francisco",g,ESP,2675,23,1982
27-01-08,45,"Volokitin, Andrei",g,UKR,2674,12,1986
27-01-08,46,"Nakamura, Hikaru",g,USA,2670,22,1987
27-01-08,47,"Almasi, Zoltan",g,HUN,2667,29,1976
27-01-08,48,"Wang, Hao",g,CHN,2665,62,1989
27-01-08,49,"Gashimov, Vugar",g,AZE,2665,21,1986
27-01-08,50,"Nikolic, Predrag",g,BIH,2665,21,1960
27-01-08,51,"Timofeev, Artyom",g,RUS,2664,23,1985
27-01-08,52,"Onischuk, Alexander",g,USA,2664,12,1975
27-01-08,53,"Harikrishna, P.",g,IND,2664,8,1986
27-01-08,54,"Bologan, Viktor",g,MDA,2663,7,1971
27-01-08,55,"Georgiev, Kiril",g,BUL,2662,28,1965
27-01-08,56,"Roiz, Michael",g,ISR,2659,26,1983
27-01-08,57,"Tkachiev, Vladislav",g,FRA,2657,18,1973
27-01-08,58,"Lautier, Joel",g,FRA,2657,0,1973
27-01-08,59,"Fressinet, Laurent",g,FRA,2656,19,1981
27-01-08,60,"Karpov, Anatoly",g,RUS,2655,10,1951
27-01-08,61,"Fedorchuk, Sergey A.",g,UKR,2652,27,1981
27-01-08,62,"Ivanisevic, Ivan",g,SRB,2649,32,1977
27-01-08,63,"Tiviakov, Sergei",g,NED,2649,30,1973
27-01-08,64,"Amonatov, Farrukh",g,TJK,2649,13,1978
27-01-08,65,"Baklan, Vladimir",g,UKR,2647,24,1978
27-01-08,66,"Miroshnichenko, Evgenij",g,UKR,2647,22,1978
27-01-08,67,"Sakaev, Konstantin",g,RUS,2646,32,1974
27-01-08,68,"Tomashevsky, Evgeny",g,RUS,2646,31,1987
27-01-08,69,"Afromeev, Vladimir",f,RUS,2646,0,1954
27-01-08,70,"Korneev, Oleg",g,RUS,2645,80,1969
27-01-08,71,"Areshchenko, Alexander",g,UKR,2645,23,1986
27-01-08,72,"Short, Nigel D",g,ENG,2645,15,1965
27-01-08,73,"Motylev, Alexander",g,RUS,2644,24,1979
27-01-08,74,"Jobava, Baadur",g,GEO,2643,20,1983
27-01-08,75,"Moiseenko, Alexander",g,UKR,2643,19,1980
27-01-08,76,"Sutovsky, Emil",g,ISR,2642,17,1977
27-01-08,77,"Predojevic, Borki",g,BIH,2641,27,1987
27-01-08,78,"Landa, Konstantin",g,RUS,2641,17,1972
27-01-08,79,"Zhang, Pengxiang",g,CHN,2640,42,1980
27-01-08,80,"Naiditsch, Arkadij",g,GER,2638,30,1985
27-01-08,81,"Beliavsky, Alexander G",g,SLO,2638,27,1953
27-01-08,82,"Efimenko, Zahar",g,UKR,2638,25,1985
27-01-08,83,"Khalifman, Alexander",g,RUS,2638,12,1966
27-01-08,84,"Izoria, Zviad",g,GEO,2637,10,1984
27-01-08,85,"Vachier-Lagrave, Maxime",g,FRA,2637,8,1990
27-01-08,86,"Krasenkow, Michal",g,POL,2636,27,1963
27-01-08,87,"Tregubov, Pavel V.",g,RUS,2636,18,1971
27-01-08,88,"Socko, Bartosz",g,POL,2635,21,1978
27-01-08,89,"Mchedlishvili, Mikheil",g,GEO,2635,9,1979
27-01-08,90,"Najer, Evgeniy",g,RUS,2634,15,1977
27-01-08,91,"Dreev, Alexey",g,RUS,2633,28,1969
27-01-08,92,"Mikhalevski, Victor",g,ISR,2632,27,1972
27-01-08,93,"Delchev, Aleksander",g,BUL,2630,24,1971
27-01-08,94,"Pantsulaia, Levan",g,GEO,2629,16,1986
27-01-08,95,"Kotronias, Vasilios",g,GRE,2628,31,1964
27-01-08,96,"Avrukh, Boris",g,ISR,2628,18,1978
27-01-08,97,"Riazantsev, Alexander",g,RUS,2628,8,1985
27-01-08,98,"Seirawan, Yasser",g,USA,2628,3,1960
27-01-08,99,"Postny, Evgeny",g,ISR,2627,28,1981
27-01-08,100,"Fridman, Daniel",g,GER,2627,11,1976
27-01-08,101,"Vladimirov, Evgeny",g,KAZ,2627,0,1957
27-04-08,1,"Anand, Viswanathan",g,IND,2803,27,1969
27-04-08,2,"Kramnik, Vladimir",g,RUS,2788,13,1975
27-04-08,3,"Morozevich, Alexander",g,RUS,2774,11,1977
27-04-08,4,"Topalov, Veselin",g,BUL,2767,27,1975
27-04-08,5,"Carlsen, Magnus",g,NOR,2765,27,1990
27-04-08,6,"Aronian, Levon",g,ARM,2763,27,1982
27-04-08,7,"Mamedyarov, Shakhriyar",g,AZE,2752,13,1985
27-04-08,8,"Radjabov, Teimour",g,AZE,2751,27,1987
27-04-08,9,"Svidler, Peter",g,RUS,2746,11,1976
27-04-08,10,"Leko, Peter",g,HUN,2741,27,1979
27-04-08,11,"Ivanchuk, Vassily",g,UKR,2740,35,1969
27-04-08,12,"Shirov, Alexei",g,ESP,2740,14,1972
27-04-08,13,"Karjakin, Sergey",g,UKR,2732,0,1990
27-04-08,14,"Adams, Michael",g,ENG,2729,13,1971
27-04-08,15,"Kamsky, Gata",g,USA,2726,0,1974
27-04-08,16,"Gelfand, Boris",g,ISR,2723,13,1968
27-04-08,17,"Ponomariov, Ruslan",g,UKR,2719,0,1983
27-04-08,18,"Grischuk, Alexander",g,RUS,2716,11,1983
27-04-08,19,"Jakovenko, Dmitry",g,RUS,2711,11,1983
27-04-08,20,"Alekseev, Evgeny",g,RUS,2711,0,1985
27-04-08,21,"Polgar, Judit",g,HUN,2709,13,1976
27-04-08,22,"Bu, Xiangzhi",g,CHN,2708,16,1985
27-04-08,23,"Bacrot, Etienne",g,FRA,2705,13,1983
27-04-08,24,"Ni, Hua",g,CHN,2703,28,1983
27-04-08,25,"Movsesian, Sergei",g,SVK,2695,29,1978
27-04-08,26,"Dominguez Perez, Lenier",g,CUB,2695,15,1983
27-04-08,27,"Cheparinov, Ivan",g,BUL,2695,13,1986
27-04-08,28,"Rublevsky, Sergei",g,RUS,2695,0,1974
27-04-08,29,"Sokolov, Ivan",g,NED,2690,1,1968
27-04-08,30,"Milov, Vadim",g,SUI,2690,0,1972
27-04-08,31,"Wang, Yue",g,CHN,2689,33,1987
27-04-08,32,"Malakhov, Vladimir",g,RUS,2689,5,1980
27-04-08,33,"Eljanov, Pavel",g,UKR,2687,13,1983
27-04-08,34,"Nakamura, Hikaru",g,USA,2686,17,1987
27-04-08,35,"Wang, Hao",g,CHN,2684,25,1989
27-04-08,36,"Inarkiev, Ernesto",g,RUS,2684,20,1985
27-04-08,37,"Volokitin, Andrei",g,UKR,2684,16,1986
27-04-08,38,"Vallejo Pons, Francisco",g,ESP,2684,7,1982
27-04-08,39,"Nisipeanu, Liviu-Dieter",g,ROU,2684,0,1976
27-04-08,40,"Kasimdzhanov, Rustam",g,UZB,2681,0,1979
27-04-08,41,"Harikrishna, P.",g,IND,2679,30,1986
27-04-08,42,"Gashimov, Vugar",g,AZE,2679,18,1986
27-04-08,43,"Sasikiran, Krishnan",g,IND,2679,5,1981
27-04-08,44,"Bareev, Evgeny",g,RUS,2677,0,1966
27-04-08,45,"Van Wely, Loek",g,NED,2676,15,1972
27-04-08,46,"Nikolic, Predrag",g,BIH,2674,17,1960
27-04-08,47,"Almasi, Zoltan",g,HUN,2674,9,1976
27-04-08,48,"Zvjaginsev, Vadim",g,RUS,2674,9,1976
27-04-08,49,"Akopian, Vladimir",g,ARM,2673,17,1971
27-04-08,50,"Navara, David",g,CZE,2672,9,1985
27-04-08,51,"Fedorchuk, Sergey A.",g,UKR,2671,24,1981
27-04-08,52,"Motylev, Alexander",g,RUS,2666,18,1979
27-04-08,53,"Bologan, Viktor",g,MDA,2665,19,1971
27-04-08,54,"Georgiev, Kiril",g,BUL,2665,10,1965
27-04-08,55,"Timofeev, Artyom",g,RUS,2664,29,1985
27-04-08,56,"Onischuk, Alexander",g,USA,2664,0,1975
27-04-08,57,"Efimenko, Zahar",g,UKR,2660,19,1985
27-04-08,58,"Short, Nigel D",g,ENG,2660,13,1965
27-04-08,59,"Roiz, Michael",g,ISR,2659,9,1983
27-04-08,60,"Jobava, Baadur",g,GEO,2658,25,1983
27-04-08,61,"Tomashevsky, Evgeny",g,RUS,2658,11,1987
27-04-08,62,"Dreev, Alexey",g,RUS,2657,20,1969
27-04-08,63,"Lautier, Joel",g,FRA,2657,0,1973
27-04-08,64,"Tkachiev, Vladislav",g,FRA,2657,0,1973
27-04-08,65,"Fressinet, Laurent",g,FRA,2656,0,1981
27-04-08,66,"Karpov, Anatoly",g,RUS,2655,0,1951
27-04-08,67,"Korneev, Oleg",g,RUS,2651,44,1969
27-04-08,68,"Predojevic, Borki",g,BIH,2651,27,1987
27-04-08,69,"Moiseenko, Alexander",g,UKR,2650,27,1980
27-04-08,70,"Areshchenko, Alexander",g,UKR,2650,19,1986
27-04-08,71,"Postny, Evgeny",g,ISR,2649,16,1981
27-04-08,72,"Sakaev, Konstantin",g,RUS,2649,11,1974
27-04-08,73,"Ivanisevic, Ivan",g,SRB,2649,0,1977
27-04-08,74,"Baklan, Vladimir",g,UKR,2647,0,1978
27-04-08,75,"Afromeev, Vladimir",f,RUS,2646,0,1954
27-04-08,76,"Socko, Bartosz",g,POL,2644,26,1978
27-04-08,77,"Sargissian, Gabriel",g,ARM,2643,20,1983
27-04-08,78,"Miroshnichenko, Evgenij",g,UKR,2642,18,1978
27-04-08,79,"Beliavsky, Alexander G",g,SLO,2641,26,1953
27-04-08,80,"Fridman, Daniel",g,GER,2640,10,1976
27-04-08,81,"Zhang, Pengxiang",g,CHN,2640,0,1980
27-04-08,82,"Delchev, Aleksander",g,BUL,2639,9,1971
27-04-08,83,"Riazantsev, Alexander",g,RUS,2638,18,1985
27-04-08,84,"Mchedlishvili, Mikheil",g,GEO,2635,0,1979
27-04-08,85,"Tiviakov, Sergei",g,NED,2634,26,1973
27-04-08,86,"Nepomniachtchi, Ian",g,RUS,2634,22,1990
27-04-08,87,"Shabalov, Alexander",g,USA,2633,22,1967
27-04-08,88,"Landa, Konstantin",g,RUS,2633,19,1972
27-04-08,89,"Volkov, Sergey",g,RUS,2633,18,1974
27-04-08,90,"Avrukh, Boris",g,ISR,2632,9,1978
27-04-08,91,"Vachier-Lagrave, Maxime",g,FRA,2632,9,1990
27-04-08,92,"Asrian, Karen",g,ARM,2630,29,1980
27-04-08,93,"Sutovsky, Emil",g,ISR,2630,16,1977
27-04-08,94,"Smirin, Ilia",g,ISR,2630,14,1968
27-04-08,95,"Solak, Dragan",g,SRB,2630,9,1980
27-04-08,96,"Seirawan, Yasser",g,USA,2630,1,1960
27-04-08,97,"Tregubov, Pavel V.",g,RUS,2629,16,1971
27-04-08,98,"Nielsen, Peter Heine",g,DEN,2629,5,1973
27-04-08,99,"Sadvakasov, Darmen",g,KAZ,2629,3,1979
27-04-08,100,"Khalifman, Alexander",g,RUS,2628,9,1966
27-04-08,101,"Istratescu, Andrei",g,ROU,2628,7,1975
27-07-08,1,"Anand, Viswanathan",g,IND,2798,2,1969
27-07-08,2,"Morozevich, Alexander",g,RUS,2788,20,1977
27-07-08,3,"Kramnik, Vladimir",g,RUS,2788,0,1975
27-07-08,4,"Ivanchuk, Vassily",g,UKR,2781,25,1969
27-07-08,5,"Topalov, Veselin",g,BUL,2777,10,1975
27-07-08,6,"Carlsen, Magnus",g,NOR,2775,16,1990
27-07-08,7,"Radjabov, Teimour",g,AZE,2744,31,1987
27-07-08,8,"Mamedyarov, Shakhriyar",g,AZE,2742,23,1985
27-07-08,9,"Shirov, Alexei",g,ESP,2741,11,1972
27-07-08,10,"Leko, Peter",g,HUN,2741,0,1979
27-07-08,11,"Svidler, Peter",g,RUS,2738,32,1976
27-07-08,12,"Aronian, Levon",g,ARM,2737,11,1982
27-07-08,13,"Adams, Michael",g,ENG,2735,20,1971
27-07-08,14,"Grischuk, Alexander",g,RUS,2728,21,1983
27-07-08,15,"Karjakin, Sergey",g,UKR,2727,27,1990
27-07-08,16,"Movsesian, Sergei",g,SVK,2723,53,1978
27-07-08,17,"Kamsky, Gata",g,USA,2723,28,1974
27-07-08,18,"Gelfand, Boris",g,ISR,2720,10,1968
27-07-08,19,"Ponomariov, Ruslan",g,UKR,2718,10,1983
27-07-08,20,"Gashimov, Vugar",g,AZE,2717,34,1986
27-07-08,21,"Eljanov, Pavel",g,UKR,2716,23,1983
27-07-08,22,"Polgar, Judit",g,HUN,2711,3,1976
27-07-08,23,"Bu, Xiangzhi",g,CHN,2710,25,1985
27-07-08,24,"Jakovenko, Dmitry",g,RUS,2709,20,1983
27-07-08,25,"Dominguez Perez, Leinier",g,CUB,2708,19,1983
27-07-08,26,"Alekseev, Evgeny",g,RUS,2708,12,1985
27-07-08,27,"Ni, Hua",g,CHN,2705,28,1983
27-07-08,28,"Milov, Vadim",g,SUI,2705,16,1972
27-07-08,29,"Wang, Yue",g,CHN,2704,28,1987
27-07-08,30,"Rublevsky, Sergei",g,RUS,2699,10,1974
27-07-08,31,"Nakamura, Hikaru",g,USA,2697,27,1987
27-07-08,32,"Nisipeanu, Liviu-Dieter",g,ROU,2692,26,1976
27-07-08,33,"Bacrot, Etienne",g,FRA,2691,37,1983
27-07-08,34,"Wang, Hao",g,CHN,2691,28,1989
27-07-08,35,"Malakhov, Vladimir",g,RUS,2689,11,1980
27-07-08,36,"Cheparinov, Ivan",g,BUL,2687,23,1986
27-07-08,37,"Bologan, Viktor",g,MDA,2686,33,1971
27-07-08,38,"Sasikiran, Krishnan",g,IND,2684,18,1981
27-07-08,39,"Vachier-Lagrave, Maxime",g,FRA,2681,35,1990
27-07-08,40,"Roiz, Michael",g,ISR,2680,32,1983
27-07-08,41,"Kasimdzhanov, Rustam",g,UZB,2679,25,1979
27-07-08,42,"Inarkiev, Ernesto",g,RUS,2675,29,1985
27-07-08,43,"Motylev, Alexander",g,RUS,2674,23,1979
27-07-08,44,"Fressinet, Laurent",g,FRA,2673,41,1981
27-07-08,45,"Akopian, Vladimir",g,ARM,2673,17,1971
27-07-08,46,"Georgiev, Kiril",g,BUL,2671,32,1965
27-07-08,47,"Volokitin, Andrei",g,UKR,2671,31,1986
27-07-08,48,"Efimenko, Zahar",g,UKR,2670,40,1985
27-07-08,49,"Najer, Evgeniy",g,RUS,2670,38,1977
27-07-08,50,"Onischuk, Alexander",g,USA,2670,21,1975
27-07-08,51,"Nikolic, Predrag",g,BIH,2669,28,1960
27-07-08,52,"Almasi, Zoltan",g,HUN,2668,26,1976
27-07-08,53,"Harikrishna, P.",g,IND,2668,15,1986
27-07-08,54,"Naiditsch, Arkadij",g,GER,2665,42,1985
27-07-08,55,"Jobava, Baadur",g,GEO,2665,9,1983
27-07-08,56,"Areshchenko, Alexander",g,UKR,2664,40,1986
27-07-08,57,"Ivanisevic, Ivan",g,SRB,2664,31,1977
